Region,"C05-Age as of Last Birthday","C07-Highest Grade Completed","C11 - Location of Work (Province, Municipality)","C15-Major Industry Group","New Employment Criteria (jul 05, 2005)"
17,09,10013,"    ","  "," "
17,06,00000,"    ","  "," "
17,38,24015,5316,43,1
17,32,24015,"    ","  ",3
17,40,50713,5316,80,1
17,35,61013,5316,55,1
17,58,50715,5316,49,1
17,46,24015,5316,56,1
17,23,60002,"    ","  ",3
17,19,60001,"    ","  ",3
17,16,24015,"    ","  ",3
17,47,24015,5316,55,1
17,20,34013,5316,11,1
17,69,24013,"    ","  ",3
17,53,10018,5316,56,1
17,14,24012,"    ","  "," "
17,29,60923,5316,55,1
17,39,60612,5316,55,1
17,25,60111,5316,79,1
17,26,60413,5316,52,1
17,23,24015,"    ","  ",3
17,29,60003,5316,84,1
17,05,00000,"    ","  "," "
17,03,"     ","    ","  "," "
17,64,24015,"    ","  ",3
17,54,60314,5316,55,1
17,57,60314,5316,47,1
17,22,60003,5316,47,1
17,19,60002,5316,47,1
17,38,24015,5316,56,1
17,40,24015,5319,41,1
17,16,24015,"    ","  ",3
17,13,24012,"    ","  "," "
17,19,34013,"    ","  ",3
17,18,34011,"    ","  ",3
17,19,60001,"    ","  ",3
17,28,50413,5316,47,1
17,04,"     ","    ","  "," "
17,64,60111,5316,55,1
17,58,60413,"    ","  ",3
17,28,60613,5316,01,1
17,24,60613,5316,01,1
17,20,60003,"    ","  ",3
17,21,60001,"    ","  ",3
19,45,10015,0702,47,1
19,20,34023,"    ","  ",3
19,12,10015,"    ","  "," "
19,27,60314,0702,84,1
19,27,60001,"    ","  ",3
19,09,10012,"    ","  "," "
19,06,02000,"    ","  "," "
19,04,"     ","    ","  "," "
19,40,24015,0702,43,1
19,37,24015,0702,47,1
19,18,24015,"    ","  ",3
19,16,24013,"    ","  ",3
19,13,10018,"    ","  "," "
19,09,10013,"    ","  "," "
19,08,10011,"    ","  "," "
19,07,02000,"    ","  "," "
19,02,"     ","    ","  "," "
19,00,"     ","    ","  "," "
19,29,60002,0702,41,1
19,43,24015,0702,47,1
19,05,01000,"    ","  "," "
19,36,10015,0702,49,1
19,33,24012,0702,47,1
19,12,10018,"    ","  "," "
19,09,10013,"    ","  "," "
19,34,60716,7332,30,1
19,35,60913,0702,86,1
19,12,10015,"    ","  "," "
19,10,10014,"    ","  "," "
19,38,10018,0702,84,1
19,17,10018,"    ","  ",3
19,16,34011,"    ","  ",3
19,13,10015,"    ","  "," "
19,10,10012,"    ","  "," "
19,06,02000,"    ","  "," "
19,40,60002,0702,45,1
19,38,60002,0702,47,1
19,07,02000,"    ","  "," "
19,19,34013,"    ","  ",3
19,28,60314,0702,84,1
19,25,60913,0702,86,1
19,07,10011,"    ","  "," "
19,04,"     ","    ","  "," "
19,01,"     ","    ","  "," "
19,62,60732,0710,84,1
19,59,60914,0710,84,1
19,37,60111,0702,84,1
19,32,60312,0710,84,1
19,12,10015,"    ","  "," "
19,11,10014,"    ","  "," "
19,09,10012,"    ","  "," "
19,34,24012,0710,84,1
19,35,60714,"    ","  ",3
19,08,10012,"    ","  "," "
19,03,"     ","    ","  "," "
19,19,34011,"    ","  ",3
19,17,24015,"    ","  ",3
19,16,24012,"    ","  ",3
19,19,34011,"    ","  ",3
19,49,60003,0702,10,1
19,50,60413,0702,84,1
19,24,34013,"    ","  ",3
19,23,60002,"    ","  ",3
19,17,10013,0702,56,1
19,16,24013,"    ","  ",3
19,31,60001,0702,41,1
19,25,24015,"    ","  ",3
19,19,24012,"    ","  ",3
19,31,24015,0702,84,1
19,35,24015,"    ","  "," "
19,06,02000,"    ","  "," "
19,05,00000,"    ","  "," "
19,63,60002,0702,41,1
19,57,24015,0702,84,1
19,27,24015,0702,42,1
19,18,34011,"    ","  ",3
19,77,24011,"    ","  ",3
19,25,10012,0703,01,1
19,25,24015,"    ","  ",3
19,02,"     ","    ","  "," "
19,51,10018,9701,23,1
19,43,60413,"    ","  ",3
19,51,10014,0703,84,1
19,51,10018,"    ","  ",3
19,30,24015,"    ","  ",2
19,19,10018,"    ","  ",2
19,17,24015,0703,01,1
19,44,10013,0703,02,1
19,31,24012,"    ","  "," "
19,04,"     ","    ","  "," "
19,51,24015,0703,01,1
19,45,24012,0703,47,1
19,24,60732,"    ","  ",3
19,19,34011,"    ","  ",3
19,17,24015,"    ","  ",3
19,16,24013,"    ","  ",3
19,30,10018,9701,43,1
19,29,10014,"    ","  ",3
19,05,00000,"    ","  "," "
19,04,"     ","    ","  "," "
19,63,00000,0703,01,1
19,52,10011,0703,01,1
19,20,10018,0703,41,1
19,18,10018,"    ","  ",3
19,70,00000,0703,01,1
19,69,00000,"    ","  ",3
19,53,10018,0703,43,1
19,40,24011,0703,84,1
19,10,10013,"    ","  "," "
19,07,10011,"    ","  "," "
19,01,"     ","    ","  "," "
19,26,60001,0703,84,1
19,22,50913,"    ","  ",3
19,04,"     ","    ","  "," "
19,02,"     ","    ","  "," "
19,36,10013,0703,16,1
19,43,00000,"    ","  ",3
19,12,10015,"    ","  "," "
19,08,10012,"    ","  "," "
19,01,"     ","    ","  "," "
19,34,24015,"    ","  ",2
19,34,24012,0703,84,1
19,14,24011,"    ","  "," "
19,12,10015,"    ","  "," "
19,09,10012,"    ","  "," "
19,07,10011,"    ","  "," "
19,26,10018,0703,47,1
19,18,24015,"    ","  ",3
19,19,10015,"    ","  ",2
19,66,24015,0703,01,1
19,47,10018,0704,47,1
19,23,24012,0704,03,1
19,22,24012,"    ","  ",3
19,02,"     ","    ","  "," "
19,23,10015,"    ","  ",3
19,24,24011,0704,41,1
19,03,"     ","    ","  "," "
19,02,"     ","    ","  "," "
19,60,24011,0704,84,1
19,62,60312,"    ","  ",3
19,29,60312,"    ","  ",3
19,24,60612,"    ","  ",3
19,24,60612,"    ","  ",3
19,31,60312,0704,56,1
19,27,60002,"    ","  ",3
19,05,01000,"    ","  "," "
19,74,70112,"    ","  ",3
19,75,60111,"    ","  ",3
19,32,60312,"    ","  ",3
19,29,60111,0704,85,1
19,22,60003,"    ","  ",3
19,22,60003,"    ","  ",3
19,18,24015,"    ","  ",3
19,74,10011,"    ","  ",3
19,47,60312,"    ","  ",3
19,59,60111,"    ","  ",3
19,23,60003,"    ","  ",3
19,22,60003,"    ","  ",3
19,20,60002,"    ","  ",3
19,19,34013,"    ","  ",3
19,14,24011,"    ","  "," "
19,12,10018,"    ","  "," "
19,09,10012,"    ","  "," "
19,05,00000,"    ","  "," "
19,37,10018,0704,96,1
19,39,24015,0704,84,1
19,08,10011,"    ","  "," "
19,05,01000,"    ","  "," "
19,02,"     ","    ","  "," "
19,44,24015,0704,49,1
19,41,10018,0704,47,1
19,12,10014,"    ","  "," "
19,10,10012,"    ","  "," "
19,07,10011,"    ","  "," "
19,70,00000,"    ","  ",3
19,61,10018,0704,84,1
19,52,24011,0704,47,1
19,31,60002,0704,47,1
19,10,10015,"    ","  "," "
19,37,10014,0704,41,1
19,27,10012,"    ","  ",3
19,12,10014,"    ","  "," "
19,11,10013,"    ","  "," "
19,08,10011,"    ","  "," "
19,06,02000,"    ","  "," "
19,01,"     ","    ","  "," "
19,40,24015,0704,49,1
19,36,50114,"    ","  ",3
19,06,01000,"    ","  "," "
19,04,"     ","    ","  "," "
19,37,60312,0704,84,1
19,35,60612,"    ","  "," "
19,31,10012,0705,84,1
19,31,24015,"    ","  ",3
19,10,10014,"    ","  "," "
19,09,10013,"    ","  "," "
19,08,10012,"    ","  "," "
19,03,"     ","    ","  "," "
19,31,24015,0705,01,1
19,30,24013,"    ","  ",3
19,08,10011,"    ","  "," "
19,05,02000,"    ","  "," "
19,47,60111,0705,85,1
19,42,60111,0705,85,1
19,20,60001,"    ","  ",3
19,18,24015,"    ","  ",3
19,16,24011,"    ","  ",3
19,14,24011,"    ","  "," "
19,12,10015,"    ","  "," "
19,09,00000,"    ","  "," "
19,03,"     ","    ","  "," "
19,42,10018,0705,49,1
19,34,24015,"    ","  ",3
19,12,10015,"    ","  "," "
19,11,10014,"    ","  "," "
19,10,10013,"    ","  "," "
19,69,00000,0705,01,1
19,38,60312,"    ","  ",3
19,68,10018,0705,41,1
19,13,10015,"    ","  "," "
19,08,10013,"    ","  "," "
19,06,02000,"    ","  "," "
19,01,"     ","    ","  "," "
19,53,10018,"    ","  ",3
19,35,70312,9701,84,1
19,20,00000,"    ","  ",3
19,30,60111,"    ","  ",3
19,08,10012,"    ","  "," "
19,08,10012,"    ","  "," "
19,24,34031,"    ","  ",3
19,22,60002,"    ","  ",3
19,33,00000,0705,01,1
19,33,10018,"    ","  ",3
19,06,02000,"    ","  "," "
19,04,"     ","    ","  "," "
19,03,"     ","    ","  "," "
19,00,"     ","    ","  "," "
19,52,00000,0705,01,1
19,34,00000,0705,01,1
19,15,00000,"    ","  ",3
19,12,10014,"    ","  "," "
19,08,00000,"    ","  "," "
19,82,00000,"    ","  ",3
19,80,00000,"    ","  ",3
19,49,00000,0705,01,1
19,41,00000,0705,01,1
19,20,10012,0705,49,1
19,18,10018,"    ","  ",3
19,15,10018,"    ","  ",3
19,13,10015,"    ","  "," "
19,11,10014,"    ","  "," "
19,09,10013,"    ","  "," "
19,08,02000,"    ","  "," "
19,05,01000,"    ","  "," "
19,02,"     ","    ","  "," "
19,47,00000,0705,41,1
19,35,10012,"    ","  ",3
19,20,24015,"    ","  ",3
19,16,24015,"    ","  ",3
19,15,24013,"    ","  ",3
19,13,10018,"    ","  "," "
19,09,10011,"    ","  "," "
19,06,00000,"    ","  "," "
19,01,"     ","    ","  "," "
19,46,10012,0705,01,1
19,33,10015,"    ","  ",3
19,10,10011,"    ","  "," "
19,09,01000,"    ","  "," "
19,03,"     ","    ","  "," "
19,01,"     ","    ","  "," "
19,42,24015,"    ","  ",3
19,42,10018,0705,41,1
19,24,10012,"    ","  ",3
19,14,10018,"    ","  "," "
19,61,00000,0705,01,1
19,25,24005,"    ","  ",3
19,16,10015,"    ","  ",3
19,19,24012,"    ","  ",3
19,00,"     ","    ","  "," "
19,81,00000,"    ","  ",3
19,04,"     ","    ","  "," "
19,27,10011,0705,22,1
19,36,10018,"    ","  "," "
19,12,10014,"    ","  "," "
19,06,01000,"    ","  "," "
19,27,24013,0705,01,1
19,24,60002,"    ","  ",3
19,04,"     ","    ","  "," "
19,01,"     ","    ","  "," "
19,18,24013,"    ","  ",3
19,30,10018,0705,01,1
19,00,"     ","    ","  "," "
19,74,00000,"    ","  ",3
19,80,00000,"    ","  ",3
19,54,00000,0705,01,1
19,23,10013,"    ","  "," "
19,20,10012,"    ","  "," "
19,17,10013,0705,01,1
19,15,24011,"    ","  ",3
19,10,10014,"    ","  "," "
19,10,10014,"    ","  "," "
19,31,10011,0705,01,1
19,31,10012,"    ","  ",3
19,11,10014,"    ","  "," "
19,10,10013,"    ","  "," "
19,08,02000,"    ","  "," "
19,04,"     ","    ","  "," "
19,43,00000,0705,23,1
19,38,10014,0705,01,1
19,17,00000,"    ","  ",3
19,13,10015,"    ","  "," "
19,12,10014,"    ","  "," "
19,10,10012,"    ","  "," "
19,09,02000,"    ","  "," "
19,06,01000,"    ","  "," "
19,04,"     ","    ","  "," "
19,01,"     ","    ","  "," "
19,30,10018,"    ","  ",3
19,32,00000,0705,01,1
19,10,10014,"    ","  "," "
19,09,10013,"    ","  "," "
19,02,"     ","    ","  "," "
19,00,"     ","    ","  "," "
19,57,60312,0707,84,1
19,51,24015,"    ","  ",3
19,28,60111,0702,85,1
19,24,60913,"    ","  ",2
19,22,60001,"    ","  ",3
19,19,34013,"    ","  ",3
19,16,24013,"    ","  ",3
19,12,10018,"    ","  "," "
19,32,24012,0707,01,1
19,26,24012,"    ","  ",3
19,05,00000,"    ","  "," "
19,04,"     ","    ","  "," "
19,01,"     ","    ","  "," "
19,23,24012,"    ","  ",2
19,36,10014,0707,84,1
19,34,24015,"    ","  ",3
19,16,24011,"    ","  ",3
19,08,10012,"    ","  "," "
19,04,"     ","    ","  "," "
19,31,24015,0707,49,1
19,30,10018,"    ","  ",3
19,12,10018,"    ","  "," "
19,07,10011,"    ","  "," "
19,39,24015,0707,84,1
19,18,24015,"    ","  ",3
19,16,24013,"    ","  ",3
19,11,10018,"    ","  "," "
19,09,10013,"    ","  "," "
19,40,24013,"    ","  ",3
19,33,24015,0707,84,1
19,04,"     ","    ","  "," "
19,01,"     ","    ","  "," "
19,36,60312,3901,41,1
19,31,60002,"    ","  ",3
19,09,10012,"    ","  "," "
19,33,10018,0707,49,1
19,27,10018,"    ","  ",3
19,11,10013,"    ","  "," "
19,09,10012,"    ","  "," "
19,28,24015,0702,49,1
19,26,24015,"    ","  ",3
19,06,10011,"    ","  "," "
19,05,02000,"    ","  "," "
19,01,"     ","    ","  "," "
19,20,10018,0707,01,1
19,17,10015,"    ","  ",3
19,00,"     ","    ","  "," "
19,65,10012,0707,01,1
19,65,10013,"    ","  ",3
19,28,24011,0707,84,1
19,29,24015,"    ","  ",3
19,01,"     ","    ","  "," "
19,48,60413,0707,84,1
19,45,60002,0702,47,1
19,29,10013,0707,84,1
19,31,10018,"    ","  ",3
19,01,"     ","    ","  "," "
19,60,60002,0707,01,1
19,47,10018,0707,01,1
19,16,24013,"    ","  ",3
19,14,10005,"    ","  "," "
19,10,10013,"    ","  "," "
19,19,34011,0707,01,1
19,17,24011,"    ","  ",3
19,26,10014,0707,47,1
19,06,02000,"    ","  "," "
19,05,00000,"    ","  "," "
19,44,24015,0707,84,1
19,40,24013,"    ","  ",2
19,15,24012,"    ","  ",3
19,07,10011,"    ","  "," "
19,33,10013,0707,49,1
19,30,24011,"    ","  ",3
19,13,24011,"    ","  "," "
19,11,10018,"    ","  "," "
19,21,10012,0707,01,1
19,19,24012,"    ","  ",3
19,00,"     ","    ","  "," "
19,37,10013,0702,41,1
19,21,24012,0707,84,1
19,21,10014,"    ","  ",3
19,05,00000,"    ","  "," "
19,02,"     ","    ","  "," "
19,18,24013,0707,01,1
19,16,24013,"    ","  ",3
19,66,00000,0707,01,1
19,12,10018,"    ","  "," "
19,43,24011,0702,42,1
19,46,24012,0702,47,1
19,08,10013,"    ","  "," "
19,45,10018,0707,01,1
19,44,24011,0702,47,1
19,25,60002,"    ","  ",3
19,22,24012,0707,49,1
19,19,34011,"    ","  ",3
19,00,"     ","    ","  "," "
19,55,24015,0707,01,1
19,35,24015,0707,85,1
19,04,"     ","    ","  "," "
19,01,"     ","    ","  "," "
19,25,60001,0702,47,1
19,22,60001,0702,49,1
19,02,"     ","    ","  "," "
19,29,24012,0707,01,1
19,28,60001,"    ","  ",3
19,71,10014,"    ","  ",3
19,26,60003,"    ","  ",3
19,20,34011,"    ","  ",3
19,14,24013,"    ","  "," "
19,19,24015,"    ","  ",3
19,21,24015,0707,01,1
19,34,24012,0702,41,1
19,31,60001,"    ","  ",3
19,09,10013,"    ","  "," "
19,04,"     ","    ","  "," "
19,53,60312,0707,01,1
19,49,24015,"    ","  ",3
19,26,60312,0707,01,1
19,23,24015,0707,01,1
19,21,34011,"    ","  ",3
19,20,24015,"    ","  ",3
19,21,10018,0707,01,1
19,20,10018,"    ","  ",3
19,52,24015,0702,47,1
19,14,24013,"    ","  "," "
19,49,10018,0707,01,1
19,34,24013,"    ","  ",3
19,14,24011,"    ","  "," "
19,13,10018,"    ","  "," "
19,12,10014,"    ","  "," "
19,11,10013,"    ","  "," "
19,09,10012,"    ","  "," "
19,05,00000,"    ","  "," "
19,04,"     ","    ","  "," "
19,30,24012,0707,01,1
19,28,10013,"    ","  ",3
19,09,10013,"    ","  "," "
19,05,00000,"    ","  "," "
19,35,24013,3603,49,1
19,30,10018,"    ","  ",3
19,08,10011,"    ","  "," "
19,06,02000,"    ","  "," "
19,48,10013,3603,49,1
19,45,10015,"    ","  ",3
19,20,60001,"    ","  ",3
19,15,24012,"    ","  ",3
19,10,10013,"    ","  "," "
19,30,24011,3603,49,1
19,28,24012,3603,47,1
19,10,10014,"    ","  "," "
19,09,10013,"    ","  "," "
19,26,10018,3603,49,1
19,25,24012,3603,47,1
19,07,02000,"    ","  "," "
19,49,40611,3603,01,1
19,44,60111,3603,01,1
19,20,35011,3603,01,1
19,09,10012,"    ","  "," "
19,52,10013,3603,45,1
19,42,60111,"    ","  ",2
19,20,34013,"    ","  ",3
19,18,24015,"    ","  ",3
19,17,24013,"    ","  ",3
19,14,10018,"    ","  "," "
19,13,10015,"    ","  "," "
19,42,50329,3603,84,1
19,16,24013,"    ","  ",3
19,15,24012,"    ","  ",3
19,12,10013,"    ","  "," "
19,10,10012,"    ","  "," "
19,27,24012,3603,01,1
19,35,24015,3603,47,1
19,10,10012,"    ","  "," "
19,07,10011,"    ","  "," "
19,04,"     ","    ","  "," "
19,00,"     ","    ","  "," "
19,62,10018,3603,01,1
19,46,24015,3603,47,1
19,64,24015,"    ","  ",3
19,29,24013,3603,01,1
19,19,10015,3603,01,1
19,03,"     ","    ","  "," "
19,02,"     ","    ","  "," "
19,01,"     ","    ","  "," "
19,30,10018,3603,01,1
19,29,24012,3603,01,1
19,08,10012,"    ","  "," "
19,07,10011,"    ","  "," "
19,06,00000,"    ","  "," "
19,04,"     ","    ","  "," "
19,02,"     ","    ","  "," "
19,01,"     ","    ","  "," "
19,44,10018,3603,01,1
19,38,24015,3603,01,1
19,23,35011,"    ","  ",3
19,21,10018,3603,01,1
19,20,24013,"    ","  ",3
19,15,24012,"    ","  ",3
19,14,10015,"    ","  "," "
19,12,10013,"    ","  "," "
19,11,10013,"    ","  "," "
19,04,"     ","    ","  "," "
19,01,"     ","    ","  "," "
19,30,10018,3603,01,1
19,31,24015,3603,01,1
19,01,"     ","    ","  "," "
19,42,24013,3603,01,1
19,32,10018,"    ","  ",2
19,08,10011,"    ","  "," "
19,04,"     ","    ","  "," "
19,45,60111,3617,47,1
19,42,24015,3617,47,1
19,09,10013,"    ","  "," "
19,08,10012,"    ","  "," "
19,06,01000,"    ","  "," "
19,02,"     ","    ","  "," "
19,45,60001,3603,49,1
19,35,24005,3603,47,1
19,22,60001,"    ","  ",3
19,19,24015,"    ","  ",3
19,17,24011,"    ","  ",3
19,79,60732,"    ","  ",3
19,32,60239,3603,47,1
19,32,60231,3603,47,1
19,11,10014,"    ","  "," "
19,05,00000,"    ","  "," "
19,10,10013,"    ","  "," "
19,09,10012,"    ","  "," "
19,34,60239,3617,84,1
19,29,60230,3617,84,1
19,08,10012,"    ","  "," "
19,03,"     ","    ","  "," "
19,56,60239,3617,84,1
19,45,60916,3603,47,1
19,25,60732,"    ","  ",2
19,23,60003,"    ","  ",3
19,22,60003,"    ","  ",3
19,20,00000,"    ","  ",3
19,18,34013,"    ","  ",3
19,11,10014,"    ","  "," "
19,27,24015,3617,47,1
19,27,24015,3617,47,1
19,09,10012,"    ","  "," "
19,08,10011,"    ","  "," "
19,04,"     ","    ","  "," "
19,03,"     ","    ","  "," "
19,60,10011,"    ","  ",3
19,72,60111,"    ","  ",3
19,33,60413,3617,84,1
19,48,60221,3603,47,1
19,19,24015,3603,47,1
19,54,60312,3603,85,1
19,59,60411,3625,84,1
19,30,60411,3603,84,1
19,26,60111,3603,85,1
19,24,60511,"    ","  ",3
19,20,60001,"    ","  ",3
19,18,34011,"    ","  ",3
19,11,10014,"    ","  "," "
19,34,50611,3603,10,1
19,34,24015,"    ","  ",3
19,04,"     ","    ","  "," "
19,45,24015,3603,49,1
19,42,24015,"    ","  ",2
19,12,10015,"    ","  "," "
19,70,60413,3603,47,1
19,69,60111,"    ","  ",3
19,24,60003,"    ","  ",3
19,56,60413,3603,47,1
19,58,60913,3603,47,1
19,17,24015,"    ","  ",3
19,13,10018,"    ","  "," "
19,77,24015,3603,47,1
19,19,24015,"    ","  ",3
19,18,24012,"    ","  ",3
19,13,10014,"    ","  "," "
19,40,10012,3615,47,1
19,38,24015,3615,47,1
19,21,60001,"    ","  ",3
19,20,24015,"    ","  ",3
19,18,24011,"    ","  ",3
19,15,24011,"    ","  ",3
19,14,24011,"    ","  "," "
19,13,10015,"    ","  "," "
19,09,10012,"    ","  "," "
19,04,"     ","    ","  "," "
19,02,"     ","    ","  "," "
19,32,10015,3615,03,1
19,30,24012,"    ","  ",3
19,13,10015,"    ","  "," "
19,05,00000,"    ","  "," "
19,36,24013,3615,47,1
19,37,10015,3615,49,1
19,09,10012,"    ","  "," "
19,06,02000,"    ","  "," "
19,45,10015,3615,03,1
19,42,24015,3615,56,1
19,23,60001,"    ","  ",3
19,16,10013,3615,56,1
19,09,10012,"    ","  "," "
19,35,10018,3615,49,1
19,28,24015,"    ","  ",2
19,12,10018,"    ","  "," "
19,11,10011,"    ","  "," "
19,02,"     ","    ","  "," "
19,36,10015,3615,49,1
19,34,24012,"    ","  ",3
19,06,02000,"    ","  "," "
19,04,"     ","    ","  "," "
19,27,24013,3615,47,1
19,25,24015,"    ","  ",2
19,02,"     ","    ","  "," "
19,35,24015,3615,49,1
19,39,60002,3615,47,1
19,08,10011,"    ","  "," "
19,41,10018,3615,47,1
19,35,10018,"    ","  ",3
19,17,24012,"    ","  ",3
19,15,24011,"    ","  ",3
19,12,10015,"    ","  "," "
19,11,10011,"    ","  "," "
19,04,"     ","    ","  "," "
19,37,24015,3615,03,1
19,39,24015,3615,47,1
19,12,10015,"    ","  "," "
19,32,24011,3615,49,1
19,26,10015,"    ","  ",3
19,01,"     ","    ","  "," "
19,29,10018,3615,03,1
19,24,24015,"    ","  ",2
19,02,"     ","    ","  "," "
19,00,"     ","    ","  "," "
19,45,24015,3615,49,1
19,44,10018,3615,47,1
19,16,24011,"    ","  ",3
19,15,24012,"    ","  ",3
19,14,10018,"    ","  "," "
19,05,00000,"    ","  "," "
19,04,"     ","    ","  "," "
19,36,24012,3615,49,1
19,31,10015,"    ","  ",3
19,01,"     ","    ","  "," "
19,27,10015,3615,49,1
19,25,24015,"    ","  ",3
19,04,"     ","    ","  "," "
19,40,10015,3615,47,1
19,16,24012,"    ","  ",3
19,15,24012,"    ","  ",3
19,12,10012,"    ","  "," "
19,06,02000,"    ","  "," "
19,61,10013,3617,81,1
19,58,24013,"    ","  ",3
19,21,60001,"    ","  ",3
19,17,24013,"    ","  ",3
19,15,10015,"    ","  ",3
19,66,10015,3617,01,1
19,69,24012,3617,84,1
19,15,24012,"    ","  ",3
19,13,10015,"    ","  "," "
19,10,10013,"    ","  "," "
19,54,10015,3617,01,1
19,55,10015,3617,01,1
19,31,24012,3617,01,1
19,29,10018,3617,01,1
19,26,10015,3617,01,1
19,16,24013,3617,01,1
19,15,24012,3617,01,1
19,39,10012,"    ","  ",2
19,41,10013,3617,41,1
19,16,24011,3617,45,1
19,14,24012,"    ","  "," "
19,12,10015,"    ","  "," "
19,10,10012,"    ","  "," "
19,32,10013,3617,47,1
19,33,10015,3617,49,1
19,04,"     ","    ","  "," "
19,03,"     ","    ","  "," "
19,02,"     ","    ","  "," "
19,61,10005,3617,47,1
19,66,10018,3617,47,1
19,23,10018,3617,49,1
19,21,24012,"    ","  ",3
19,12,10014,"    ","  "," "
19,47,61015,"    ","  ",3
19,43,40910,3617,84,1
19,23,10018,3617,47,1
19,23,60003,"    ","  ",3
19,22,34013,3617,47,1
19,18,24015,"    ","  ",3
19,13,10018,"    ","  "," "
19,09,10013,"    ","  "," "
19,06,02000,"    ","  "," "
19,01,"     ","    ","  "," "
19,44,24015,3617,47,1
19,46,60411,3617,47,1
19,25,24015,"    ","  ",3
19,22,34011,3617,47,1
19,18,24015,"    ","  ",3
19,16,24013,"    ","  ",3
19,16,24012,"    ","  ",3
19,11,10015,"    ","  "," "
19,05,00000,"    ","  "," "
19,41,60111,3617,47,1
19,17,24013,"    ","  ",3
19,14,24011,"    ","  "," "
19,11,10014,"    ","  "," "
19,10,10013,"    ","  "," "
19,07,10011,"    ","  "," "
19,06,02000,"    ","  "," "
19,47,10012,"    ","  ",2
19,36,10012,3617,49,1
19,12,24011,"    ","  "," "
19,11,10018,"    ","  "," "
19,10,10015,"    ","  "," "
19,09,10014,"    ","  "," "
19,30,10013,"    ","  ",3
19,34,10018,3617,49,1
19,10,10015,"    ","  "," "
19,06,10011,"    ","  "," "
19,45,60413,3617,47,1
19,38,24005,3617,85,1
19,20,60003,3617,47,1
19,18,34011,3617,47,1
19,17,24013,3517,47,1
19,08,10012,"    ","  "," "
19,07,10011,"    ","  "," "
19,22,10011,"    ","  ",3
19,33,60001,3617,45,1
19,03,"     ","    ","  "," "
19,01,"     ","    ","  "," "
19,63,10014,3617,47,1
19,19,24012,"    ","  ",3
19,18,10018,"    ","  ",3
19,17,24015,"    ","  ",3
19,15,24011,"    ","  ",3
19,14,24011,"    ","  "," "
19,13,10014,"    ","  "," "
19,30,10014,3617,49,1
19,32,60111,3617,47,1
19,58,24011,3617,47,1
19,16,24013,"    ","  ",3
19,12,10014,"    ","  "," "
19,09,10014,"    ","  "," "
19,06,02000,"    ","  "," "
19,02,"     ","    ","  "," "
19,59,60911,3617,86,1
19,52,10018,3617,01,1
19,13,10013,"    ","  "," "
19,11,10012,"    ","  "," "
19,08,10012,"    ","  "," "
19,06,10011,"    ","  "," "
19,06,02000,"    ","  "," "
19,30,24015,3617,47,1
19,39,10015,3617,49,1
19,14,10018,"    ","  "," "
19,09,10011,"    ","  "," "
19,07,02000,"    ","  "," "
19,06,02000,"    ","  "," "
19,01,"     ","    ","  "," "
19,31,10012,"    ","  ",3
19,33,10018,3617,49,1
19,13,10014,"    ","  "," "
19,12,10013,"    ","  "," "
19,09,10012,"    ","  "," "
19,08,10011,"    ","  "," "
19,05,02000,"    ","  "," "
19,03,"     ","    ","  "," "
19,01,"     ","    ","  "," "
19,63,60111,3621,85,1
19,25,60411,9804,84,1
19,41,60111,3621,85,1
19,35,60111,3621,85,1
19,09,10012,"    ","  "," "
19,04,"     ","    ","  "," "
19,00,"     ","    ","  "," "
19,33,24011,3621,01,1
19,35,10015,3621,01,1
19,11,10014,"    ","  "," "
19,09,10013,"    ","  "," "
19,63,10013,3621,01,1
19,13,24011,"    ","  "," "
19,60,10018,3621,01,1
19,51,10015,"    ","  ",2
19,58,60413,3621,01,1
19,52,60111,3621,47,1
19,21,60001,3621,01,1
19,18,34013,3621,01,1
19,16,24011,3621,01,1
19,70,10014,3621,01,1
19,17,10018,3621,01,1
19,16,24012,3621,01,1
19,11,10015,"    ","  "," "
19,04,"     ","    ","  "," "
19,31,60239,3621,85,1
19,27,60111,3621,85,1
19,03,"     ","    ","  "," "
19,00,"     ","    ","  "," "
19,23,10015,3621,01,1
19,23,10018,"    ","  ",3
19,04,"     ","    ","  "," "
19,01,"     ","    ","  "," "
19,56,10013,3621,01,1
19,55,60111,3621,85,1
19,17,24013,3621,01,1
19,16,24013,3621,01,1
19,23,10015,3621,49,1
19,23,24015,"    ","  ",3
19,03,"     ","    ","  "," "
19,01,"     ","    ","  "," "
19,23,10015,3621,01,1
19,25,24015,3621,01,1
19,02,"     ","    ","  "," "
19,64,60002,3621,01,1
19,13,10015,"    ","  "," "
19,09,10011,"    ","  "," "
19,07,02000,"    ","  "," "
19,42,24015,3625,47,1
19,42,24015,3621,01,1
19,13,10018,"    ","  "," "
19,11,10014,"    ","  "," "
19,09,10012,"    ","  "," "
19,24,10015,3621,01,1
19,25,10018,"    ","  ",3
19,05,00000,"    ","  "," "
19,04,"     ","    ","  "," "
19,02,"     ","    ","  "," "
19,01,"     ","    ","  "," "
19,35,10018,3621,01,1
19,35,60111,3621,47,1
19,11,10015,"    ","  "," "
19,09,10014,"    ","  "," "
19,08,10012,"    ","  "," "
19,49,10018,3621,16,1
19,50,60111,3621,47,1
19,17,24013,3621,47,1
19,12,10015,"    ","  "," "
19,01,"     ","    ","  "," "
19,55,00000,3621,01,1
19,48,00000,3621,01,1
19,44,24015,3621,01,1
19,42,60111,3621,47,1
