Region,"C05-Age as of Last Birthday","C07-Highest Grade Completed","C09-Work Indicator","C10-Job Indicator","C11 - Location of Work (Province, Municipality)","C15-Major Industry Group","C25-Looked for Work or Tried to Establish Business during the past week","C26-Reason for not Looking for Work","C27-Available for Work"
13,68,24015,2,2,"    ","  ",2,61," "
13,50,24015,1," ",7503,11," ","  "," "
13,18,24015,2,2,"    ","  ",2,08," "
13,16,24013,2,2,"    ","  ",2,08," "
13,14,24011,2,2,"    ","  "," ","  "," "
13,12,10014,2,2,"    ","  "," ","  "," "
13,57,24015,1," ",7503,47," ","  "," "
13,48,24015,1," ",7602,41," ","  "," "
13,34,24015,1," ",7503,47," ","  "," "
13,16,24015,2,2,"    ","  ",2,08," "
13,14,24012,2,2,"    ","  "," ","  "," "
13,08,10011,2,2,"    ","  "," ","  "," "
13,06,00000,2,2,"    ","  "," ","  "," "
13,32,10013,1," ",3905,41," ","  "," "
13,31,10018,2,2,"    ","  ",1,"  ",1
13,14,24013,2,2,"    ","  "," ","  "," "
13,09,10011,2,2,"    ","  "," ","  "," "
13,49,24015,1," ",7503,96," ","  "," "
13,23,60732,1," ",7404,82," ","  "," "
13,22,34013,2,2,"    ","  ",2,08," "
13,32,24015,1," ",7503,10," ","  "," "
13,33,60002,1," ",3901,78," ","  "," "
13,12,10018,2,2,"    ","  "," ","  "," "
13,07,02000,2,2,"    ","  "," ","  "," "
13,34,10018,1," ",7503,03," ","  "," "
13,29,24015,2,2,"    ","  ",2,07," "
13,12,10015,2,2,"    ","  "," ","  "," "
13,10,10014,2,2,"    ","  "," ","  "," "
13,07,10011,2,2,"    ","  "," ","  "," "
13,03,"     "," "," ","    ","  "," ","  "," "
13,58,24011,1," ",7503,03," ","  "," "
13,60,24012,2,2,"    ","  ",2,61," "
13,33,24012,2,2,"    ","  ",2,63," "
13,15,24013,2,2,"    ","  ",2,08," "
13,73,10018,1," ",7503,56," ","  "," "
13,51,61041," "," ","    ","  "," ","  "," "
13,50,61013,2,2,"    ","  ",2,07," "
13,20,60001,2,2,"    ","  ",2,08," "
13,16,24015,2,2,"    ","  ",2,08," "
13,63,10015,1," ",7503,56," ","  "," "
13,76,10018,1," ",7503,47," ","  "," "
13,40,24012,1," ",7503,56," ","  "," "
13,45,24012,1," ",7503,96," ","  "," "
13,45,24015,2,2,"    ","  ",2,07," "
13,23,60002,1," ",7404,82," ","  "," "
13,21,34013,2,2,"    ","  ",1,"  ",1
13,17,34011,2,2,"    ","  ",2,08," "
13,12,10018,2,2,"    ","  "," ","  "," "
13,03,"     "," "," ","    ","  "," ","  "," "
13,37,24015,1," ",7503,03," ","  "," "
13,29,10018,1," ",7503,47," ","  "," "
13,05,00000,2,2,"    ","  "," ","  "," "
13,04,"     "," "," ","    ","  "," ","  "," "
13,61,24015,1," ",7503,96," ","  "," "
13,27,51099,1," ",7502,17," ","  "," "
13,28,51013,2,2,"    ","  ",2,07," "
13,03,"     "," "," ","    ","  "," ","  "," "
13,33,60111,2,2,"    ","  ",2,07," "
13,34,24015," "," ","    ","  "," ","  "," "
13,14,24011,2,2,"    ","  "," ","  "," "
13,08,10011,2,2,"    ","  "," ","  "," "
13,57,60411,1," ",7404,84," ","  "," "
13,82,50415,2,2,"    ","  ",2,61," "
13,48,60413,1," ",7405,77," ","  "," "
13,19,35013,2,2,"    ","  ",2,08," "
13,07,02000,2,2,"    ","  "," ","  "," "
13,58,60001,1," ",7503,47," ","  "," "
13,70,60002,2,2,"    ","  ",2,61," "
13,29,24015,1," ",3908,56," ","  "," "
13,28,24015,1," ",7503,61," ","  "," "
13,08,10011,2,2,"    ","  "," ","  "," "
13,36,60001,1," ",7503,56," ","  "," "
13,37,24015,1," ",7503,96," ","  "," "
13,15,24013,2,2,"    ","  ",2,08," "
13,10,10013,2,2,"    ","  "," ","  "," "
13,59,60002,1," ",7503,47," ","  "," "
13,60,24015,1," ",7503,41," ","  "," "
13,62,24012,2,2,"    ","  ",2,61," "
13,64,10018,1," ",7503,84," ","  "," "
13,58,10015,1," ",7503,41," ","  "," "
13,47,24015,1," ",7503,03," ","  "," "
13,26,24015,1," ",7503,10," ","  "," "
13,24,60001,1," ",7503,03," ","  "," "
13,20,24013,1," ",0807,47," ","  "," "
13,71,60412,2,2,"    ","  ",2,62," "
13,57,60002,2,2,"    ","  ",2,07," "
13,63,50921,1," ",7604,84," ","  "," "
13,48,60002,2,2,"    ","  ",2,07," "
13,50,60002,1," ",7604,96," ","  "," "
13,23,35013,2,2,"    ","  ",2,02,1
13,18,24015,2,2,"    ","  ",2,08," "
13,27,61013,2,2,"    ","  ",2,02,1
13,44,60713," "," ","    ","  "," ","  "," "
13,62,24015,2,2,"    ","  ",2,07," "
13,15,24013,2,2,"    ","  ",2,08," "
13,55,24015,2,2,"    ","  ",2,05,1
13,40,24015,1," ",3909,80," ","  "," "
13,39,60003,1," ",7607,64," ","  "," "
13,17,34011,2,2,"    ","  ",2,08," "
13,16,24015,2,2,"    ","  ",2,08," "
13,14,24011,2,2,"    ","  "," ","  "," "
13,07,02000,2,2,"    ","  "," ","  "," "
13,31,60002,1," ",7604,86," ","  "," "
13,38,60914,1," ",7605,56," ","  "," "
13,60,60411,2,2,"    ","  ",2,63," "
13,63,60411,2,2,"    ","  ",2,07," "
13,31,60711,1," ",3428,46," ","  "," "
13,31,60414,1," ",7602,64," ","  "," "
13,25,60412,1," ",7602,64," ","  "," "
13,40,60003,2,2,"    ","  ",2,07," "
13,18,10012,2,2,"    ","  ",2,63," "
13,16,24013,2,2,"    ","  ",2,08," "
13,69,24015,2,2,"    ","  ",2,61," "
13,61,24012,2,2,"    ","  ",2,05,1
13,28,24015,1," ",7604,47," ","  "," "
13,22,24012,2,2,"    ","  ",2,05,1
13,25,50229,1," ",7604,56," ","  "," "
13,25,24015,1," ",7604,56," ","  "," "
13,47,10018,1," ",7604,84," ","  "," "
13,34,10012,2,2,"    ","  ",2,07," "
13,17,24015,2,2,"    ","  ",2,08," "
13,16,24012,2,2,"    ","  ",2,08," "
13,13,10018,2,2,"    ","  "," ","  "," "
13,12,10014,2,2,"    ","  "," ","  "," "
13,34,24013,1," ",3906,41," ","  "," "
13,07,10011,2,2,"    ","  "," ","  "," "
13,17,35011,1," ",7604,47," ","  "," "
13,12,10015,2,2,"    ","  "," ","  "," "
13,08,10012,2,2,"    ","  "," ","  "," "
13,55,10015,2,2,"    ","  ",2,63," "
13,52,24012,2,2,"    ","  ",2,07," "
13,52,24015,1," ",7604,84," ","  "," "
13,35,24015,1," ",7604,47," ","  "," "
13,40,24015,1," ",7605,55," ","  "," "
13,16,24012,2,2,"    ","  ",2,08," "
13,09,10013,2,2,"    ","  "," ","  "," "
13,07,10011,2,2,"    ","  "," ","  "," "
13,34,60612,1," ",7605,56," ","  "," "
13,32,24015,1," ",7605,55," ","  "," "
13,15,24011,2,2,"    ","  ",2,08," "
13,12,10012,2,2,"    ","  "," ","  "," "
13,11,10011,2,2,"    ","  "," ","  "," "
13,07,02000,2,2,"    ","  "," ","  "," "
13,55,24015,2,2,"    ","  ",2,63," "
13,22,35013,1," ",7604,53," ","  "," "
13,48,24015,1," ",7604,53," ","  "," "
13,50,24015,2,2,"    ","  ",2,07," "
13,10,10013,2,2,"    ","  "," ","  "," "
13,08,10011,2,2,"    ","  "," ","  "," "
13,62,60732,2,2,"    ","  ",2,62," "
13,54,24015,2,2,"    ","  ",2,07," "
13,18,35011,2,2,"    ","  ",2,08," "
13,44,60716,2,2,"    ","  ",2,05,1
13,44,24013,2,2,"    ","  ",2,07," "
13,21,34013,2,2,"    ","  ",2,08," "
13,17,24013,2,2,"    ","  ",2,08," "
13,17,24015,1," ",7604,96," ","  "," "
13,61,10018,1," ",7604,47," ","  "," "
13,23,24011,1," ",7604,47," ","  "," "
13,61,24013,1," ",7604,47," ","  "," "
13,32,24015,1," ",7604,56," ","  "," "
13,33,24011,2,2,"    ","  ",2,07," "
13,09,10011,2,2,"    ","  "," ","  "," "
13,01,"     "," "," ","    ","  "," ","  "," "
13,54,24015,1," ",1417,41," ","  "," "
13,29,50688,1," ",7604,10," ","  "," "
13,26,50688,2,2,"    ","  ",2,07," "
13,02,"     "," "," ","    ","  "," ","  "," "
13,00,"     "," "," ","    ","  "," ","  "," "
13,44,60732,1," ",7403,43," ","  "," "
13,25,24013,1," ",7604,96," ","  "," "
13,24,24015,1," ",7602,96," ","  "," "
13,52,60002,1," ",7604,47," ","  "," "
13,50,24015,2,2,"    ","  ",2,07," "
13,60,24015," "," ","    ","  "," ","  "," "
13,54,24015,1," ",7604,47," ","  "," "
13,44,24015,2,1,7604,47," ","  "," "
13,17,24013,2,2,"    ","  ",2,08," "
13,15,24013,2,2,"    ","  ",2,08," "
13,43,60002,1," ",7605,84," ","  "," "
13,35,24015," "," ","    ","  "," ","  "," "
13,13,24011,2,2,"    ","  "," ","  "," "
13,45,24015,1," ",7604,49," ","  "," "
13,36,24015,1," ",7604,84," ","  "," "
13,33,24015,2,2,"    ","  ",2,07," "
13,05,01000,2,2,"    ","  "," ","  "," "
13,01,"     "," "," ","    ","  "," ","  "," "
13,65,24013,1," ",7604,84," ","  "," "
13,63,24015,1," ",7604,47," ","  "," "
13,14,10018,2,2,"    ","  "," ","  "," "
13,12,10013,2,2,"    ","  "," ","  "," "
13,60,24013,1," ",7604,41," ","  "," "
13,58,24013,2,2,"    ","  ",2,07," "
13,19,60001,2,2,"    ","  ",2,08," "
13,15,24012,2,2,"    ","  ",2,08," "
13,36,51013,1," ",7404,55," ","  "," "
13,38,50688,1," ",7604,56," ","  "," "
13,08,10011,2,2,"    ","  "," ","  "," "
13,02,"     "," "," ","    ","  "," ","  "," "
13,39,60916,1," ",7604,47," ","  "," "
13,34,60612,1," ",7604,82," ","  "," "
13,12,10018,2,2,"    ","  "," ","  "," "
13,07,02000,2,2,"    ","  "," ","  "," "
13,65,60732,2,2,"    ","  ",2,62," "
13,67,60913,2,2,"    ","  ",2,07," "
13,35,60003,2,2,"    ","  ",2,08," "
13,63,24015,2,2,"    ","  ",2,63," "
13,46,24015,1," ",7601,41," ","  "," "
13,16,10015,2,2,"    ","  ",2,07," "
13,13,10014,2,2,"    ","  "," ","  "," "
13,48,10018,1," ",7401,41," ","  "," "
13,50,10018,1," ",7604,96," ","  "," "
13,19,35013,2,2,"    ","  ",2,08," "
13,18,34011,2,2,"    ","  ",2,08," "
13,11,10013,2,2,"    ","  "," ","  "," "
13,50,24015,1," ",7604,68," ","  "," "
13,49,24015,2,2,"    ","  ",2,63," "
13,27,60612,1," ",7604,46," ","  "," "
13,25,60413,1," ",7604,52," ","  "," "
13,21,60002,2,2,"    ","  ",2,08," "
13,09,10012,2,2,"    ","  "," ","  "," "
13,68,60002,2,2,"    ","  ",2,62," "
13,65,60413,2,2,"    ","  ",2,62," "
13,31,60288,1," ",7602,46," ","  "," "
13,37,60613,1," ",7607,65," ","  "," "
13,35,61015,2,2,"    ","  ",2,07," "
13,06,01000,2,2,"    ","  "," ","  "," "
13,02,"     "," "," ","    ","  "," ","  "," "
13,35,60213,1," ",7602,90," ","  "," "
13,32,60414,1," ",7504,80," ","  "," "
13,73,60714,2,2,"    ","  ",2,62," "
13,61,60311,2,2,"    ","  ",2,62," "
13,70,60413,2,2,"    ","  ",2,62," "
13,68,60002,2,2,"    ","  ",2,61," "
13,37,60913,2,2,"    ","  ",2,07," "
13,35,60913,2,2,"    ","  ",2,02,1
13,30,60288,1," ",3314,85," ","  "," "
13,54,24015,1," ",7604,96," ","  "," "
13,31,60612,1," ",7607,62," ","  "," "
13,44,24012,1," ",7604,96," ","  "," "
13,43,24015,1," ",7602,96," ","  "," "
13,38,60612,1," ",7605,62," ","  "," "
13,25,60001,2,2,"    ","  ",2,08," "
13,19,35011,2,2,"    ","  ",2,08," "
13,31,60413,2,2,"    ","  ",2,07," "
13,00,"     "," "," ","    ","  "," ","  "," "
13,39,60912," "," ","    ","  "," ","  "," "
13,77,24015,2,2,"    ","  ",2,61," "
13,46,60413,1," ",7604,82," ","  "," "
13,44,60413,2,2,"    ","  ",2,07," "
13,19,34011,2,2,"    ","  ",2,08," "
13,75,24015,2,2,"    ","  ",2,61," "
13,48,24015,2,2,"    ","  ",1,"  ",1
13,48,24015,2,2,"    ","  ",1,"  ",1
13,28,60612,1," ",7401,62," ","  "," "
13,63,60002,2,2,"    ","  ",2,61," "
13,27,61013,1," ",7605,82," ","  "," "
13,22,60001,2,2,"    ","  ",2,08," "
13,22,60001,2,2,"    ","  ",2,08," "
13,62,60411,2,2,"    ","  ",2,62," "
13,25,60732,1," ",7604,61," ","  "," "
13,44,60612,1," ",7604,62," ","  "," "
13,24,60413,1," ",7602,82," ","  "," "
13,22,34023,2,2,"    ","  ",2,08," "
13,09,10013,2,2,"    ","  "," ","  "," "
13,64,60413,2,2,"    ","  ",2,62," "
13,64,60413,2,2,"    ","  ",2,61," "
13,60,60002,1," ",7604,47," ","  "," "
13,53,24015,2,2,"    ","  ",2,63," "
13,67,60413,1," ",7404,64," ","  "," "
13,30,60411,1," ",7404,64," ","  "," "
13,28,60612,1," ",7404,64," ","  "," "
13,30,60412,1," ",7602,64," ","  "," "
13,30,60412,1," ",7602,64," ","  "," "
13,68,61041,2,2,"    ","  ",2,62," "
13,33,60413,1," ",7607,82," ","  "," "
13,27,60411,1," ",7602,46," ","  "," "
13,56,24015,1," ",7601,41," ","  "," "
13,54,24015,2,2,"    ","  ",1,"  ",1
13,52,60001,1," ",7604,96," ","  "," "
13,46,24015," "," ","    ","  "," ","  "," "
13,52,10011,2,2,"    ","  ",2,63," "
13,57,10018,1," ",7601,96," ","  "," "
13,51,10018,2,2,"    ","  ",2,07," "
13,28,24015,2,2,"    ","  ",1,"  ",1
13,24,24015,2,2,"    ","  ",1,"  ",1
13,25,24015,1," ",7604,52," ","  "," "
13,36,24015,1," ",7604,41," ","  "," "
13,10,10014,2,2,"    ","  "," ","  "," "
13,13,10018,2,2,"    ","  "," ","  "," "
13,66,24015,2,2,"    ","  ",2,63," "
13,31,10018,2,2,"    ","  ",1,"  ",1
13,13,10018,2,2,"    ","  "," ","  "," "
13,45,24013,1," ",7604,41," ","  "," "
13,47,24015,1," ",7604,14," ","  "," "
13,25,60411,1," ",7604,17," ","  "," "
13,23,60002,2,2,"    ","  ",2,08," "
13,13,24011,2,2,"    ","  "," ","  "," "
13,25,24015,1," ",7604,85," ","  "," "
13,87,10015,2,2,"    ","  ",2,61," "
13,55,10013,1," ",7604,41," ","  "," "
13,45,24015,1," ",7604,41," ","  "," "
13,74,10018,2,2,"    ","  ",2,61," "
13,40,24015,1," ",7604,47," ","  "," "
13,20,34013,2,2,"    ","  ",2,08," "
13,16,24013,2,2,"    ","  ",2,08," "
13,43,24015,1," ",7604,41," ","  "," "
13,63,24015,2,2,"    ","  ",2,61," "
13,37,24015,1," ",7604,49," ","  "," "
13,60,24015,2,2,"    ","  ",2,61," "
13,75,10014,1," ",7601,84," ","  "," "
13,52,24015,1," ",7604,17," ","  "," "
13,18,24011,2,2,"    ","  ",2,01,2
13,70,60003,1," ",7601,84," ","  "," "
13,38,60413,1," ",7604,84," ","  "," "
13,36,24015,1," ",7604,84," ","  "," "
13,41,60002,1," ",7604,84," ","  "," "
13,19,24015,2,2,"    ","  ",2,08," "
13,16,24013,2,2,"    ","  ",2,08," "
13,11,10014,2,2,"    ","  "," ","  "," "
13,06,01000,2,2,"    ","  "," ","  "," "
13,05,01000,2,2,"    ","  "," ","  "," "
13,43,60001,1," ",7604,84," ","  "," "
13,34,60002,1," ",7604,84," ","  "," "
13,12,10018,2,2,"    ","  "," ","  "," "
13,59,60411,2,2,"    ","  ",1,"  ",1
13,71,10013,2,2,"    ","  ",2,63," "
13,69,60415,2,2,"    ","  ",2,61," "
13,32,60612,1," ",7604,51," ","  "," "
13,38,60913,2,2,"    ","  ",2,07," "
13,65,60413,1," ",7604,47," ","  "," "
13,43,60413,2,2,"    ","  ",2,63," "
13,35,60002,1," ",7604,47," ","  "," "
13,71,24015,2,2,"    ","  ",2,61," "
13,64,10018,2,2,"    ","  ",2,07," "
13,41,60002,1," ",7604,84," ","  "," "
13,40,80912,2,2,"    ","  ",2,63," "
13,27,60913,2,2,"    ","  ",2,08," "
13,23,60003,2,2,"    ","  ",2,08," "
13,25,60913,2,2,"    ","  ",2,08," "
13,37,60713,1," ",7604,62," ","  "," "
13,37,60111,2,2,"    ","  ",2,07," "
13,04,"     "," "," ","    ","  "," ","  "," "
13,13,24011,2,2,"    ","  "," ","  "," "
13,43,60413,1," ",7604,47," ","  "," "
13,45,24015,1," ",7604,96," ","  "," "
13,38,60002,2,2,"    ","  ",2,07," "
13,03,"     "," "," ","    ","  "," ","  "," "
13,46,60413,1," ",7604,82," ","  "," "
13,28,60314,2,2,"    ","  ",1,"  ",1
13,28,24015,1," ",7604,47," ","  "," "
13,08,10011,2,2,"    ","  "," ","  "," "
13,43,24015,1," ",7604,41," ","  "," "
13,41,24015,1," ",7604,17," ","  "," "
13,19,34013,2,2,"    ","  ",2,08," "
13,17,35011,2,2,"    ","  ",2,08," "
13,11,10014,2,2,"    ","  "," ","  "," "
13,07,10011,2,2,"    ","  "," ","  "," "
13,73,10018,2,2,"    ","  ",2,61," "
13,45,24015," "," ","    ","  "," ","  "," "
13,52,10015,1," ",7604,41," ","  "," "
13,65,60413,2,2,"    ","  ",2,63," "
13,28,24013,2,2,"    ","  ",2,07," "
13,34,60111,1," ",7604,56," ","  "," "
13,36,24015,1," ",7604,47," ","  "," "
13,30,24015,1," ",7604,47," ","  "," "
13,17,34011,2,2,"    ","  ",2,08," "
13,16,24015,2,2,"    ","  ",2,08," "
13,06,02000,2,2,"    ","  "," ","  "," "
13,43,10018,1," ",7604,47," ","  "," "
13,61,60003,2,2,"    ","  ",2,63," "
13,64,24015,1," ",7604,49," ","  "," "
13,51,10018,2,2,"    ","  ",2,63," "
13,16,24015,2,2,"    ","  ",2,08," "
13,35,24015,1," ",7604,49," ","  "," "
13,33,60413,1," ",7602,47," ","  "," "
13,47,60716,1," ",7403,53," ","  "," "
13,40,24015," "," ","    ","  "," ","  "," "
13,16,24006,2,2,"    ","  ",2,08," "
13,27,60313,1," ",7605,56," ","  "," "
13,35,60612,1," ",7605,56," ","  "," "
13,31,60002,1," ",7607,80," ","  "," "
13,33,24015,2,2,"    ","  ",2,07," "
13,01,"     "," "," ","    ","  "," ","  "," "
13,36,60613,1," ",7604,47," ","  "," "
13,39,60613,1," ",7604,47," ","  "," "
13,13,10018,2,2,"    ","  "," ","  "," "
13,06,02000,2,2,"    ","  "," ","  "," "
13,24,35013,1," ",7604,20," ","  "," "
13,23,35013,2,2,"    ","  ",2,07," "
13,04,"     "," "," ","    ","  "," ","  "," "
13,21,60001,2,2,"    ","  ",2,08," "
13,61,24015,2,2,"    ","  ",2,05,2
13,64,10018,2,2,"    ","  ",2,07," "
13,32,60002,1," ",7607,82," ","  "," "
13,25,60613,1," ",7602,45," ","  "," "
13,70,24013,2,2,"    ","  ",2,63," "
13,75,10018,2,2,"    ","  ",2,07," "
13,46,24015,1," ",7604,96," ","  "," "
13,50,24015,1," ",7604,84," ","  "," "
13,23,35013,2,2,"    ","  ",2,08," "
13,15,24013,2,2,"    ","  ",2,08," "
13,28,60002,1," ",7604,47," ","  "," "
13,35,10018,1," ",7604,47," ","  "," "
13,31,24015,1," ",7605,80," ","  "," "
13,42,24015,1," ",7604,17," ","  "," "
13,45,24015,2,2,"    ","  ",2,07," "
13,16,24015,2,2,"    ","  ",2,08," "
13,13,24011,2,2,"    ","  "," ","  "," "
13,09,10012,2,2,"    ","  "," ","  "," "
13,37,60713,1," ",7605,82," ","  "," "
13,31,60732,1," ",7404,41," ","  "," "
13,81,60314,2,2,"    ","  ",2,61," "
13,76,60313,2,2,"    ","  ",2,61," "
13,44,60911,1," ",7602,86," ","  "," "
13,29,24015,1," ",7605,96," ","  "," "
13,25,24015,1," ",7605,96," ","  "," "
13,45,60714,1," ",7403,63," ","  "," "
13,45,60611,1," ",7605,63," ","  "," "
13,20,60002,2,2,"    ","  ",2,08," "
13,15,24013,2,2,"    ","  ",2,08," "
13,56,24015,1," ",7605,80," ","  "," "
13,49,24015,1," ",7605,56," ","  "," "
13,24,60488,1," ",7605,82," ","  "," "
13,22,60414,1," ",7605,47," ","  "," "
13,66,24015,2,2,"    ","  ",2,61," "
13,40,60488," "," ","    ","  "," ","  "," "
13,42,24015,1," ",7605,47," ","  "," "
13,16,24013,2,2,"    ","  ",2,08," "
13,39,24015,2,2,"    ","  ",2,05,1
13,16,24013,2,2,"    ","  ",2,08," "
13,47,60713,1," ",7605,45," ","  "," "
13,49,60913,1," ",7602,86," ","  "," "
13,16,24013,2,2,"    ","  ",2,08," "
13,69,24015,2,2,"    ","  ",2,61," "
13,55,60732,1," ",2111,42," ","  "," "
13,53,60531,1," ",3903,85," ","  "," "
13,14,24011,2,2,"    ","  "," ","  "," "
13,47,24013,1," ",7401,41," ","  "," "
13,48,10018,1," ",7605,96," ","  "," "
13,18,24012,2,2,"    ","  ",2,08," "
13,14,24011,2,2,"    ","  "," ","  "," "
13,09,10013,2,2,"    ","  "," ","  "," "
13,31,60414,1," ",7404,66," ","  "," "
13,34,60414,1," ",7401,66," ","  "," "
13,39,60002,1," ",7602,49," ","  "," "
13,15,24012,2,2,"    ","  ",2,08," "
13,03,"     "," "," ","    ","  "," ","  "," "
13,30,24015,1," ",7605,96," ","  "," "
13,63,24015,1," ",3910,56," ","  "," "
13,29,24015,2,2,"    ","  ",2,07," "
13,01,"     "," "," ","    ","  "," ","  "," "
13,31,24012,1," ",7605,96," ","  "," "
13,48,24015,1," ",7602,56," ","  "," "
13,51,24015,1," ",3910,56," ","  "," "
13,26,60612,2,2,"    ","  ",1,"  ",1
13,26,60612,1," ",7602,63," ","  "," "
13,12,10015,2,2,"    ","  "," ","  "," "
13,52,24015,1," ",7401,55," ","  "," "
13,44,24015,1," ",7605,47," ","  "," "
13,14,24011,2,2,"    ","  "," ","  "," "
13,12,10015,2,2,"    ","  "," ","  "," "
13,56,60111,2,2,"    ","  ",2,07," "
13,15,10006,2,2,"    ","  ",2,63," "
13,30,60002,1," ",7605,82," ","  "," "
13,26,24015,2,2,"    ","  ",2,07," "
13,05,01000,2,2,"    ","  "," ","  "," "
13,00,"     "," "," ","    ","  "," ","  "," "
13,37,24015,1," ",7605,81," ","  "," "
13,38,24015,1," ",7602,56," ","  "," "
13,07,10011,2,2,"    ","  "," ","  "," "
13,49,24015,1," ",7602,96," ","  "," "
13,54,60111,1," ",7605,47," ","  "," "
13,26,60002,2,2,"    ","  ",2,07," "
13,26,60003," "," ","    ","  "," ","  "," "
13,07,10011,2,2,"    ","  "," ","  "," "
13,33,60111,1," ",7404,78," ","  "," "
13,35,60111,2,2,"    ","  ",2,07," "
13,00,"     "," "," ","    ","  "," ","  "," "
13,28,60232,1," ",7605,82," ","  "," "
13,34,60913,1," ",7605,82," ","  "," "
13,59,24015,1," ",7605,47," ","  "," "
13,59,60003,1," ",2120,47," ","  "," "
13,28,60411,1," ",7605,82," ","  "," "
13,29,60002,1," ",7605,82," ","  "," "
13,46,60002,1," ",7602,82," ","  "," "
13,49,24015,1," ",7605,68," ","  "," "
13,15,24011,2,2,"    ","  ",2,08," "
13,11,00000,2,2,"    ","  "," ","  "," "
13,58,24015,1," ",7605,49," ","  "," "
13,32,60612,1," ",7602,49," ","  "," "
13,32,60411,1," ",7605,69," ","  "," "
13,10,10014,2,2,"    ","  "," ","  "," "
13,09,10013,2,2,"    ","  "," ","  "," "
13,06,01000,2,2,"    ","  "," ","  "," "
13,04,"     "," "," ","    ","  "," ","  "," "
13,37,60612,1," ",7605,58," ","  "," "
13,36,60612,2,2,"    ","  ",2,07," "
13,12,10015,2,2,"    ","  "," ","  "," "
13,10,10013,2,2,"    ","  "," ","  "," "
13,06,01000,2,2,"    ","  "," ","  "," "
13,50,24015,1," ",7605,96," ","  "," "
13,36,60002,1," ",3914,47," ","  "," "
13,14,10006,2,2,"    ","  "," ","  "," "
13,57,24015,1," ",7605,84," ","  "," "
13,47,24015,2,2,"    ","  ",2,07," "
13,24,60413,1," ",7602,82," ","  "," "
13,31,24015," "," ","    ","  "," ","  "," "
13,27,60002,1," ",7602,82," ","  "," "
13,01,"     "," "," ","    ","  "," ","  "," "
13,67,60314,2,2,"    ","  ",2,61," "
13,53,24015,2,2,"    ","  ",2,07," "
13,24,60321,1," ",7605,60," ","  "," "
13,30,24015,1," ",7604,47," ","  "," "
13,12,10015,2,2,"    ","  "," ","  "," "
13,11,10014,2,2,"    ","  "," ","  "," "
13,08,10011,2,2,"    ","  "," ","  "," "
13,42,24015,1," ",7605,47," ","  "," "
13,40,24015,1," ",7602,81," ","  "," "
13,10,10014,2,2,"    ","  "," ","  "," "
13,06,02000,2,2,"    ","  "," ","  "," "
13,17,24015,2,2,"    ","  ",2,08," "
13,27,24015,1," ",7602,81," ","  "," "
13,32,24015,2,2,"    ","  ",2,07," "
13,07,10011,2,2,"    ","  "," ","  "," "
13,11,10014,2,2,"    ","  "," ","  "," "
13,45,60413,1," ",7605,84," ","  "," "
13,38,60411,1," ",7605,82," ","  "," "
13,21,24013,1," ",7605,62," ","  "," "
13,06,02000,2,2,"    ","  "," ","  "," "
13,33,60913,1," ",7602,55," ","  "," "
13,29,60716,2,2,"    ","  ",2,05,2
13,30,60716,2,2,"    ","  ",2,02,2
13,28,60713,1," ",7605,56," ","  "," "
13,30,60612,1," ",7404,82," ","  "," "
13,30,60612,1," ",7404,82," ","  "," "
13,29,60612,1," ",7607,82," ","  "," "
13,68,24015,2,2,"    ","  ",2,07," "
13,46,60002,2,2,"    ","  ",2,63," "
13,46,24015,2,2,"    ","  ",2,07," "
13,23,60003,2,2,"    ","  ",2,08," "
13,48,24015,1," ",3405,10," ","  "," "
13,44,24015,2,2,"    ","  ",2,07," "
13,20,60001,2,2,"    ","  ",2,08," "
13,18,34011,2,2,"    ","  ",2,08," "
13,11,10014,2,2,"    ","  "," ","  "," "
13,38,60314,1," ",7602,80," ","  "," "
13,34,24015,2,2,"    ","  ",2,07," "
13,12,10015,2,2,"    ","  "," ","  "," "
13,06,00000,2,2,"    ","  "," ","  "," "
13,51,24015,1," ",7605,47," ","  "," "
13,40,24015," "," ","    ","  "," ","  "," "
13,22,24015,1," ",7605,47," ","  "," "
13,13,10018,2,2,"    ","  "," ","  "," "
13,30,24015,1," ",7607,56," ","  "," "
13,27,51013,2,2,"    ","  ",2,07," "
13,03,"     "," "," ","    ","  "," ","  "," "
13,01,"     "," "," ","    ","  "," ","  "," "
13,31,60413,1," ",7401,47," ","  "," "
13,31,60413,1," ",7605,47," ","  "," "
13,24,35013,1," ",7605,96," ","  "," "
13,40,51013,1," ",7602,56," ","  "," "
13,39,51013,1," ",7605,84," ","  "," "
13,14,10018,2,2,"    ","  "," ","  "," "
13,11,10014,2,2,"    ","  "," ","  "," "
13,44,24013,1," ",7605,47," ","  "," "
13,53,60111,2,2,"    ","  ",2,07," "
13,49,24015," "," ","    ","  "," ","  "," "
13,17,34011,2,2,"    ","  ",2,08," "
13,40,61013,1," ",7605,56," ","  "," "
13,38,60613,1," ",7605,47," ","  "," "
13,17,24015,2,2,"    ","  ",2,08," "
13,14,24011,2,2,"    ","  "," ","  "," "
13,11,10015,2,2,"    ","  "," ","  "," "
13,59,24015,2,2,"    ","  ",2,07," "
13,19,35011,2,2,"    ","  ",2,08," "
13,04,"     "," "," ","    ","  "," ","  "," "
13,35,10018,1," ",7605,47," ","  "," "
13,34,24015,2,2,"    ","  ",2,07," "
13,12,10018,2,2,"    ","  "," ","  "," "
13,09,10012,2,2,"    ","  "," ","  "," "
13,01,"     "," "," ","    ","  "," ","  "," "
